ItemID,SentimentText,SentimentSource,SentimentText
5079,2,Sentiment140,منوي آن عين منوهاي سوني هاي قبل است.
5080,2,Sentiment140,منوي آن عين منوهاي سوني است.
5081,2,Sentiment140,منوي آن عين منوهاي قبلی است.
5082,2,Sentiment140,شبیه مدل های قبل است.
5083,2,Sentiment140,با مدل های قبل فرقی ندارد.
5084,2,Sentiment140,با مدل های قبل فرق ندارد.
5085,1,Sentiment140,دوربينش خوب است و فول اچ دی است.
5086,2,Sentiment140,تفاوتی با ايکسپريا دارد.
5087,1,Sentiment140,گوشي خوبی به نظر مي رسد .
5088,1,Sentiment140,ضد آب بودنش آن را به يکي از بهترين گوشي ها تبديل مي کند.
5089,1,Sentiment140,ضد آب بودنش آن را به يکي از برترین گوشي ها تبديل مي کند.
5090,1,Sentiment140,اين گوشي واقعا گوشي خوبي است .
5091,0,Sentiment140,دوربين مکالمه ويديويش ضعيف تراست.
5092,0,Sentiment140,مکالمه ویدئو ضعیف است.
5093,1,Sentiment140,ميشود گفت يک گوشي خيلي تاپ خواهد بود.
5094,1,Sentiment140,یک گوشي خيلي تاپ است.
5095,1,Sentiment140,آينده روشنی براي سوني در راه است.
5096,1,Sentiment140,این گوشی آینده روشنی دارد.
5097,1,Sentiment140,معلوم است که این محصول آینده خیلی خوبی دارد.
5098,1,Sentiment140,معلوم است که این محصول آینده خیلی روشنی دارد.
5099,1,Sentiment140,این محصول آینده خیلی روشنی دارد.
5100,1,Sentiment140,این محصول آینده خیلی خوبی دارد.
5101,1,Sentiment140,این تبلت آینده خوب و روشنی دارد.
5102,1,Sentiment140,شکي نيست که سوني به يکي از بهترين کمپاني هاي موبايل تبديل شده است.
5103,1,Sentiment140,سوني به يکي از بهترين کمپاني هاي موبايل تبديل شده است.
5104,0,Sentiment140,سوني به يکي از بدترین کمپاني هاي موبايل تبديل شده است.
5105,1,Sentiment140,امکانات فوق العاده اين گوشي را به يکي از تاپ ترين گوشي هاي سال تبديل خواهد کرد.
5106,1,Sentiment140,اين گوشي به يکي از تاپ ترين گوشي هاي سال تبديل خواهد شد.
5107,0,Sentiment140,هر دوي اين گوشي ها ميزان شارژ دهي کمي دارند .
5108,0,Sentiment140,اين گوشي ها ميزان شارژ دهي کمي دارند .
5109,0,Sentiment140,شارژدهی این گوشی خیلی ضعیف است.
5110,0,Sentiment140,این گوشی شارژ کمی نگه می دارد.
5111,0,Sentiment140,این گوشی شارژدهی کمی دارد.
5112,0,Sentiment140,شارژدهی این گوشی خوب نیست.
5113,0,Sentiment140,من از شارژدهی این گوشی راضی نیستم.
5114,0,Sentiment140,من از میزان شارژ نگه داشتن این گوشی راضی نیستم.
5115,1,Sentiment140,من از میزان شارژ نگه داشتن این گوشی راضی هستم.
5116,1,Sentiment140,من از اين گوشي بسيار خوشم آمده است.
5117,1,Sentiment140,اين مدل گوشي سوني يکي از شاهکاراي سوني می باشد.
5118,0,Sentiment140,باطريش ضعيف است.
5119,2,Sentiment140,من بالاخره اين گوشی را مي خرم قيمتشم برام مهم نيست.
5120,2,Sentiment140,قیمتش برایم مهم نیست.
5121,2,Sentiment140,قیمتش اهمیتی ندارد.
5122,1,Sentiment140,من هميشه عاشق سوني بودم و هستم.
5123,0,Sentiment140,من این مدل را نپسندیدم.
5124,0,Sentiment140,این مدل را نمی پسندم.
5125,1,Sentiment140,ضد آب و ضد گرد و غبار بودن از مزایای این تبلت است.
5126,1,Sentiment140,ضد گرد و غبار بودن از مزایای این تبلت است.
5127,1,Sentiment140,طراحي زيبا و دوربين عالي اين اسمارت فون را جز بهترين ها قرار خواهد.
5128,0,Sentiment140,رم این اسمارت فون خیلی کم است.
5129,0,Sentiment140,رم این اسمارت فون خیلی پایین است.
5130,0,Sentiment140,رم این اسمارت فون خیلی ضعیف است.
5131,1,Sentiment140,رم این اسمارت فون خیلی خوب است.
5132,1,Sentiment140,اين گوشي با باتري بهتر هر روز قدرتمند تر عمل مي کند.
5133,1,Sentiment140,اين گوشي هر روز قدرتمند تر عمل مي کند.
5134,1,Sentiment140,بخاطر طراحي فوق العاده وهمچنين ضد آب و ضد ضربه بودن هر روز قدرتمند تر عمل مي کند.
5135,1,Sentiment140,بخاطر طراحي فوق العاده هر روز قدرتمند تر عمل مي کند.
5136,1,Sentiment140,بخاطر ضد آب و ضد ضربه بودن هر روز قدرتمند تر عمل مي کند.
5137,1,Sentiment140,بخاطر ضد آب بودن هر روز قدرتمند تر عمل مي کند.
5138,1,Sentiment140,سوني نشان داد که در زمينه اسمارت فون هر روز قدرتمند تر عمل مي کند.
5139,1,Sentiment140,درست ميگویید گوشي ضد آب است.
5140,2,Sentiment140,سونی همزمان با آن‌ها معرفی گردید.
5141,2,Sentiment140,فبلت سونی معرفی گردید.
5142,2,Sentiment140,تبلت سونی معرفی گردید.
5143,2,Sentiment140,از نظر ظاهری این گوشی شبیه به مدل پیشین می ‌باشد.
5144,1,Sentiment140,این طراحی منحصر به فرد آن را بسیار خوش دست کرده است.
5145,2,Sentiment140,در سمت راست گوشی کلید کنترل صدا به همراه کلید پاور قرار دارند.
5146,2,Sentiment140,در سمت چپ گوشی کلید کنترل صدا به همراه کلید پاور قرار دارند.
5147,2,Sentiment140,در بالای گوشی کلید کنترل صدا به همراه کلید پاور قرار دارند.
5148,2,Sentiment140,در پایین گوشی کلید کنترل صدا به همراه کلید پاور قرار دارند.
5149,2,Sentiment140,در سمت راست گوشی کلید پاور قرار دارد.
5150,2,Sentiment140,در سمت چپ گوشی کلید پاور قرار دارد.
5151,2,Sentiment140,در بالای گوشی کلید پاور قرار دارد.
5152,2,Sentiment140,در پایین گوشی کلید پاور قرار دارد.
5153,2,Sentiment140,در سمت راست گوشی کلید کنترل صدا قرار دارد.
5154,2,Sentiment140,در سمت چپ گوشی کلید کنترل صدا قرار دارد.
5155,2,Sentiment140,در این قسمت گوشی کلید کنترل صدا قرار دارد.
5156,2,Sentiment140,در بالای گوشی کلید کنترل صدا قرار دارد.
5157,2,Sentiment140,در پایین گوشی کلید کنترل صدا قرار دارد.
5158,2,Sentiment140,در این قسمت کلید کنترل صدا قرار دارد.
5159,2,Sentiment140,در قسمت بالا کلید کنترل صدا قرار دارد.
5160,2,Sentiment140,در قسمت پایین کلید کنترل صدا قرار دارد.
5161,2,Sentiment140,در سمت راست کلید کنترل صدا قرار دارد.
5162,2,Sentiment140,در سمت چپ کلید کنترل صدا قرار دارد.
5163,2,Sentiment140,در این قسمت جک صدا قرار دارد.
5164,2,Sentiment140,در سمت چپ جک صدا قرار دارد.
5165,2,Sentiment140,در سمت راست جک صدا قرار دارد.
5166,2,Sentiment140,در بالا جک صدا قرار دارد.
5167,2,Sentiment140,در پایین جک صدا قرار دارد.
5168,2,Sentiment140,در قسمت پشت لوگو قرار گرفته است.
5169,2,Sentiment140,در پشت لوگو اپل قرار گرفته است.
5170,2,Sentiment140,تفاوت این گوشی با مدل قبل اندازه آن‌ ها است.
5171,2,Sentiment140,بخاطر تفاوت سایز صفحه نمایش بوجود آمده است.
5172,2,Sentiment140,تفاوت اصلی این گوشی با سونی اندازه آن‌ ها است.
5173,2,Sentiment140,تفاوت اصلی این گوشی اندازه آن‌ ها است.
5174,2,Sentiment140,به علت تفاوت سایز صفحه نمایش بوجود آمده است.
5175,2,Sentiment140,تفاوت اصلی این گوشی به علت تفاوت سایز صفحه نمایش بوجود آمده است.
5176,2,Sentiment140,ابعاد این گوشی ثبت شده است.
5177,2,Sentiment140,صفحه نمایش یک صفحه نمایش لمسی خازنی است.
5178,2,Sentiment140,صفحه نمایش لمسی خازنی است.
5179,1,Sentiment140,صفحه نمایش این گوشی قادر به درک چندین لمس همزمان می ‌باشد.
5180,1,Sentiment140,در این صفحه نمایش می توان چند لمس همزمان داشت.
5181,1,Sentiment140,در این آیپد می توانیم چند لمس هم زمان داشته باشیم.
5182,1,Sentiment140,گوشی‌ های سونی از صفحه نمایش‌ های بسیار با کیفیت و رضایت بخشی برخوردار هستند.
5183,1,Sentiment140,گوشی‌ های سونی از صفحه نمایش‌ های بسیار با کیفیتی برخوردار هستند.
5184,2,Sentiment140,بدنه قوسی شکل این گوشی با یک قاب پلاستیکی پوشیده شده است.
5185,2,Sentiment140,بدنه قوسی شکل این گوشی توسط کاربر باز می شود.
5186,1,Sentiment140,این گوشی دارای بالاترین گواهی تضمین مقاومت گوشی‌های موبایل در مقابل نفوذ آب می ‌باشد .
5187,1,Sentiment140,این دارای بالاترین گواهی تضمین مقاومت گوشی‌های موبایل در مقابل نفوذ آب می ‌باشد .
5188,2,Sentiment140,سونی به طور پیش فرض از سیستم عامل اندروید استفاده می‌ کند.
5189,2,Sentiment140,سونی از سیستم عامل اندروید استفاده می‌ کند.
5190,1,Sentiment140,یکی از امکانات نرم افزاری بسیار جالبی که به این گوشی اضافه شده برنامه های کاربردی می‌ باشد.
5191,1,Sentiment140,یکی از امکانات نرم افزاری جالبی که به گوشی اضافه شده برنامه های کاربردب می‌ باشد.
5192,1,Sentiment140,یکی از امکانات نرم افزاری بسیار جالبی که به گوشی اضافه شده ویجت های جدید و کاربردی می‌ باشد.
5193,2,Sentiment140,وقتی از کلید مالتی تسک استفاده می کنید تعدادی برنامه در نوار پایینی وجود دارد.
5194,2,Sentiment140,تعدادی برنامه در نوار پایینی وجود دارد.
5195,2,Sentiment140,وقتی از کلید مالتی تسک استفاده می کنید تعدادی برنامه در نوار بالایی وجود دارد.
5196,2,Sentiment140,تعدادی برنامه در نوار بالایی وجود دارد.
5197,2,Sentiment140,وقتی از کلید مالتی تسک استفاده می کنید تعدادی برنامه در نوار سمت راست وجود دارد.
5198,2,Sentiment140,تعدادی برنامه در نوار سمت راست وجود دارد.
5199,2,Sentiment140,وقتی از کلید مالتی تسک استفاده می کنید تعدادی برنامه در نوار سمت چپ وجود دارد.
5200,2,Sentiment140,تعدادی برنامه در نوار سمت چپ وجود دارد.
5201,2,Sentiment140,با انتخاب این دکمه برنامه اجرا می ‌شود.
5202,2,Sentiment140,با انتخاب آن ‌ها برنامه مورد نظر اجرا می ‌شود.
5203,2,Sentiment140,شما می ‌توانید همزمان با کارهای دیگر همیشه این برنامه را بر روی صفحه خود همراه داشته باشید.
5204,2,Sentiment140,شما می ‌توانید همزمان این برنامه را بر روی صفحه خود همراه داشته باشید.
5205,2,Sentiment140,شما می‌ توانید هنگام تماشای ویدئو برنامه دفترچه یادداشت را در صفحه خود قرار دهید.
5206,2,Sentiment140,شما می‌ توانید هنگام تماشای ویدئو برنامه دفترچه یادداشت را بر روی صفحه خود قرار دهید.
5207,2,Sentiment140,هنگام تماشای ویدئو برنامه دفترچه یادداشت را بر روی صفحه خود قرار دهید.
5208,2,Sentiment140,کیبورد نیز در رابط کاربری تغییراتی داشته است.
5209,2,Sentiment140,کیبورد تغییراتی داشته است.
5210,2,Sentiment140,تاچ پد تغییراتی داشته است.
5211,2,Sentiment140,میکروفون تغییراتی داشته است.
5212,2,Sentiment140,بلندگو تغییراتی داشته است.
5213,2,Sentiment140,صفحه نمایش تغییراتی داشته است.
5214,2,Sentiment140,پردازنده تغییراتی داشته است.
5215,2,Sentiment140,کارت حافظه تغییراتی داشته است.
5216,2,Sentiment140,هارد تغییراتی داشته است.
5217,1,Sentiment140,ظاهر کیبورد خوب بوده و کلیدها بزرگ و با فاصله مناسب از هم قرار دارند.
5218,1,Sentiment140,کلیدها بزرگ و با فاصله مناسب از هم قرار دارند.
5219,1,Sentiment140,یکی از بهترین کیبوردهایی است که به صورت استاندارد بر روی گوشی‌ های اندرویدی دیده بودیم.
5220,0,Sentiment140,یکی از بدترین کیبوردهایی است که بر روی گوشی‌ های اندرویدی دیده بودیم.
5221,1,Sentiment140,یکی از بهترین کیبوردهایی است که بر روی گوشی‌ های اندرویدی دیده بودیم.
5222,0,Sentiment140,یکی از بدترین نرم افزارهایی است که بر روی گوشی‌ های اندرویدی دیده بودیم.
5223,1,Sentiment140,یکی از بهترین نرم افزارهایی است که بر روی گوشی‌ های اندرویدی دیده بودیم.
5224,0,Sentiment140,یکی از بدترین سخت افزارهایی است که بر روی گوشی‌ های اندرویدی دیده بودیم.
5225,0,Sentiment140,یکی از بهترین سخت افزارهایی است که بر روی گوشی‌ های اندرویدی دیده بودیم.
5226,1,Sentiment140,بهترین کیبوردی است که به صورت استاندارد بر روی گوشی‌ های اندرویدی دیده بودیم.
5227,1,Sentiment140,چنین سخت افزار قدرتمندی محیط کاربری بسیار روانی را برای کاربر مهیا می ‌کند.
5228,1,Sentiment140,چنین نرم افزار قدرتمندی محیط کاربری بسیار روانی را برای کاربر مهیا می ‌کند.
5229,2,Sentiment140,گوشی دارای یک گیگابایت حافظه رم می‌ باشد.
5230,1,Sentiment140,می توان حافظه داخلی را ارتقا داد.
5231,1,Sentiment140,می توان در صورت لزوم حافظه داخلی را ارتقا داد.
5232,1,Sentiment140,حافظه داخلی قابل ارتقا است.
5233,1,Sentiment140,گوشی از انواع راه های ارتباطی پشتیبانی می کند.
5234,1,Sentiment140,گوشی انواع راه های ارتباطی را پشتیبانی می کند.
5235,1,Sentiment140,تراکم پیکسلی بسیاربالای صفحه نمایش و پردازنده قدرتمند از مزیت های این تبلت است.
5236,0,Sentiment140,تراکم پیکسلی بسیار پایین صفحه نمایش و پردازنده ضعیف از عیب های این تبلت است.
5237,1,Sentiment140,مرورگری اینترنت با این گوشی بسیار روان و لذت بخش است و جای شکوه یا گلایه ای وجود ندارد.
5238,1,Sentiment140,مرورگری اینترنت با این گوشی بسیار روان و لذت بخش است.
5239,1,Sentiment140,این برنامه دارای یک بخش جداگانه برای بهینه سازی کیفیت موسیقی پخش شده نیز می ‌باشد.
5240,1,Sentiment140,این برنامه یک بخش جداگانه برای بهینه سازی کیفیت موسیقی پخش شده نیز دارد.
5241,1,Sentiment140,این تبلت قابلیت تنظیم دستی و تعدادی گزینه برای ایجاد فضای سه بعدی مجازی را دارد.
5242,1,Sentiment140,این تبلت قابلیت تنظیم دستی برای ایجاد فضای سه بعدی مجازی را دارد.
5243,1,Sentiment140,این تبلت قابلیت تنظیم برای ایجاد فضای سه بعدی مجازی را دارد.
5244,1,Sentiment140,پخش کننده ویدئوی گوشی نیز بسیار مناسب است.
5245,0,Sentiment140,پخش کننده ویدئوی گوشی نیز بسیار ضعیف است.
5246,0,Sentiment140,این تبلت امکانات ندارد.
5247,0,Sentiment140,این تبلت دارای امکانات نیست.
5248,1,Sentiment140,امکانات خوبی دارد.
5249,1,Sentiment140,این تبلت امکانات خوبی دارد.
5250,1,Sentiment140,از اکثر فرمت های تصویری پشتیبانی می‌ کند.
5251,1,Sentiment140,این تبلت می‌ تواند به راحتی ویدئوهای فول اچ دی را پخش کند.
5252,0,Sentiment140,این تبلت ویدئوهای فول اچ دی را پخش نمی کند.
5253,0,Sentiment140,گارانتی خیلی مسخره و مضخرف بود واقعا به درد نخور است.
5254,1,Sentiment140,از اکثر فرمت های تصویری پشتیبانی می‌ کند.
5255,1,Sentiment140,همان‌طور که انتظار می ‌رفت می‌ تواند به راحتی ویدئوهای فول اچ دی را پخش کند.
5256,1,Sentiment140,این تبلت از اکثر فرمت ها پشتیبانی می‌ کند و می‌ تواند به راحتی ویدئوهای فول اچ دی را پخش کند.
5257,2,Sentiment140,کاملا مشابه دوربین به کار رفته بر روی سونی می باشد.
5258,2,Sentiment140,کاملا مشابه دوربین به کار رفته الجی می باشد.
5259,2,Sentiment140,مشابه دوربین به کار رفته بر روی سونی می باشد.
5260,2,Sentiment140,مشابه دوربین به کار رفته الجی می باشد.
5261,2,Sentiment140,مشابه سخت افزار به کار رفته بر روی سونی می باشد.
5262,2,Sentiment140,مشابه سخت افزار به کار رفته الجی می باشد.
5263,2,Sentiment140,مشابه نرم افزار به کار رفته بر روی سونی می باشد.
5264,2,Sentiment140,مشابه نرم افزار به کار رفته الجی می باشد.
5265,2,Sentiment140,مشابه هارد به کار رفته بر روی سونی می باشد.
5266,2,Sentiment140,مشابه هارد به کار رفته الجی می باشد.
5267,2,Sentiment140,مشابه رم به کار رفته بر روی سونی می باشد.
5268,2,Sentiment140,مشابه رم به کار رفته الجی می باشد.
5269,2,Sentiment140,مشابه صفحه نمایش به کار رفته بر روی سونی می باشد.
5270,2,Sentiment140,مشابه صفحه نمایش به کار رفته الجی می باشد.
5271,2,Sentiment140,مشابه پردازنده به کار رفته بر روی سونی می باشد.
5272,2,Sentiment140,مشابه پردازنده به کار رفته الجی می باشد.
5273,1,Sentiment140,این گوشی می ‌تواند با سرعت بسیار بالایی عکس ‌برداری کند.
5274,1,Sentiment140,سرعت عکس برداری این گوشی بالا است.
5275,0,Sentiment140,سرعت عکس برداری این گوشی پایین است.
5276,1,Sentiment140,به لطف پردازنده بسیار قدرتمند این گوشی می ‌توانید با سرعت بالایی تصاویر پانوراما تهیه کنید.
5277,1,Sentiment140,با پردازنده بسیار قدرتمند این گوشی می ‌توانید با سرعت بالایی تصاویر پانوراما تهیه کنید.
5278,1,Sentiment140,می ‌توانید با سرعت بالا تصاویر پانوراما تهیه کنید.
5279,2,Sentiment140,محیط برنامه دوربین تغییری نسبت به گوشی ‌های قبلی نداشته است.
5280,2,Sentiment140,دکمه دوربین تغییری نسبت به گوشی ‌های قبلی نداشته است.
5281,2,Sentiment140,سخت افزار دوربین تغییری نسبت به گوشی ‌های قبلی نداشته است.
5282,2,Sentiment140,لنز دوربین تغییری نسبت به گوشی ‌های قبلی نداشته است.
5283,2,Sentiment140,صفحه نمایش دوربین تغییری نسبت به گوشی ‌های قبلی نداشته است.
5284,2,Sentiment140,دوربین تغییری نسبت به دوربین گوشی ‌های قبلی نداشته است.
5285,2,Sentiment140,گزینه ای در بخش تنظیمات عکس برداری و فیلم ‌برداری مشاهده نمی ‌شود.
5286,2,Sentiment140,گزینه ای در بخش تنظیمات عکس برداری مشاهده نمی ‌شود.
5287,2,Sentiment140,گزینه ای در بخش تنظیمات فیلم ‌برداری مشاهده نمی ‌شود.
5288,2,Sentiment140,دوربین تغییر نسبت به مدل های قبلی نداشته است.
5289,1,Sentiment140,عکس‌ها کنتراست بسیار خوبی دارند و رنگ‌های تولید شده زنده و طبیعی هستند.
5290,1,Sentiment140,جزئیات بالا بوده و نویز تصاویر کم است.
5291,0,Sentiment140,جزئیات کم بوده و تصاویر نویزدار است.
5292,1,Sentiment140,کیفیت تصاویر گرفته شده در شرایط نوری ضعیف رضایت بخش است.
5293,0,Sentiment140,کیفیت تصاویر گرفته شده در شرایط نوری ضعیف افتضاح است.
5294,0,Sentiment140,کیفیت تصاویر افتضاح است.
5295,1,Sentiment140,کیفیت تصاویر رضایت بخش است.
5296,1,Sentiment140,فلاش کمک فراوانی در کاهش نویز تصویر می ‌کند.
5297,1,Sentiment140,فیلم‌ برداری سونی بسیار خوب است.
5298,0,Sentiment140,فیلم‌ برداری سونی بسیار بد است.
5299,0,Sentiment140,نقطه ضعف فیلم ‌برداری این گوشی سیستم فوکوس ممتد آن است.
5300,0,Sentiment140,نقطه ضعف فیلم ‌برداری سیستم فوکوس ممتد است.
5301,0,Sentiment140,نقطه ضعف فیلم ‌برداری این گوشی سیستم فوکوس ممتد آن است که کمی با تاخیر عمل می‌کند .
5302,0,Sentiment140,نقطه ضعف فیلم ‌برداری این گوشی سیستم فوکوس ممتد آن است که کمی با تاخیر عمل می‌کند .
5303,1,Sentiment140,در مقایسه با دوربین گوشی‌های دیگر دوربین سونی بسیار خوب و رضایت بخش عمل می ‌کند.
5304,0,Sentiment140,در مقایسه با دوربین گوشی‌های دیگر دوربین سونی بسیار ضعیف و بد عمل می ‌کند.
5305,0,Sentiment140,در مقایسه با دوربین گوشی‌های دیگر دوربین سونی بسیار ضعیف عمل می ‌کند.
5306,0,Sentiment140,در مقایسه با دوربین گوشی‌های دیگر دوربین سونی بسیار بد عمل می ‌کند.
5307,2,Sentiment140,انرژی لازم این گوشی از یک باتری لیتیوم یونی تامین می ‌گردد.
5308,2,Sentiment140,انرژی این گوشی از باتری لیتیوم یونی تامین می ‌گردد.
5309,1,Sentiment140,با هر مرتبه شارژ کامل می ‌توان به طور مداوم با آن مکالمه داشت.
5310,1,Sentiment140,این تبلت قابلیت پشتیبانی از اینترنت پر سرعت را دارد.
5311,0,Sentiment140,این تبلت پشتیبانی از اینترنت را ندارد.
5312,0,Sentiment140,این تبلت از اینترنت پشتیبانی نمی کند.
5313,1,Sentiment140,این تبلت قابلیت مقاومت در برابر نفوذ مایعات و همچنین پشتیبانی از اینترنت پر سرعت را نیز دارد.
5314,1,Sentiment140,این تبلت قابلیت مقاومت در برابر نفوذ مایعات را دارد.
5315,1,Sentiment140,این موبایل قابلیت مقاومت در برابر نفوذ مایعات را دارد.
5316,1,Sentiment140,این گوشی بی شک جزو گوشی برتر تولید شده توسط کمپانی سونی می ‌باشد.
5317,1,Sentiment140,ما شاهد معرفی یک گوشی قدرتمند به بازار خواهیم بود.
5318,1,Sentiment140,از محصولات اين شرکت راضي هستم .
5319,0,Sentiment140,از محصولات اين شرکت راضي نیستم .
5320,1,Sentiment140,از اين خريد واقعا راضي هستم .
5321,0,Sentiment140,از اين خريد واقعا راضي نیستم .
5322,1,Sentiment140,قيمت مناسب و اندازه خوب و طراحي شيک و کيفيت ساخت خوب از مزیت های این آیپد است.
5323,1,Sentiment140,طراحي شيک و جمع و جور و کيفيت ساخت خوب از مزیت های این تبلت است.
5324,2,Sentiment140,من هفته قبل عيد اين هارد را از خريدم.
5325,1,Sentiment140,از نظر سرعت هارد وسترن عالي است.
5326,0,Sentiment140,از نظر سرعت هارد وسترن بد است.
5327,0,Sentiment140,از نظر سرعت هارد وسترن ضعیف است.
5328,0,Sentiment140,از نظر سرعت پردازنده خیلی کند و ضعیف است.
5329,1,Sentiment140,از نظر سرعت پردازنده خیلی تند و سریع است.
5330,0,Sentiment140,سرعت پردازنده خیلی ضعیف است.
5331,0,Sentiment140,سرعت پردازنده ضعیف است.
5332,1,Sentiment140,سرعت پردازنده خیلی سریع است.
5333,1,Sentiment140,سرعت پردازنده سریع است.
5334,0,Sentiment140,سرعت پردازنده کم است.
5335,1,Sentiment140,از نظر خودم عالي است و سرعت فوق العاده و کيفيت خوب و وزن مناسب و امنيت و زيبايي دارد.
5336,0,Sentiment140,ضد آب نيست.
5337,1,Sentiment140,با اين وضع بهترين است هفته پيش خريدم اگر دنبال هارد هستيد زمان را از دست ندید.
5338,0,Sentiment140,به صرفه نيست و تنوع رنگ ندارد.
5339,1,Sentiment140,به صرفه است و تنوع رنگ دارد.
5340,0,Sentiment140,به نظر من به صرفه نیست.
5341,0,Sentiment140,اصلا گوشی به صرفه ای نیست.
5342,0,Sentiment140,این گوشی اصلا تنوع رنگ ندارد.
5343,1,Sentiment140,این گوشی تنوع رنگ دارد.
5344,0,Sentiment140,این تبلت تنوع رنگ ندارد.
5345,2,Sentiment140,رنگ مشکی موجود است.
5346,2,Sentiment140,از این مدل رنگ مشکی موجود است.
5347,2,Sentiment140,رنگ سفید موجود است.
5348,2,Sentiment140,از این مدل رنگ سفید موجود است.
5349,2,Sentiment140,رنگ بنفش موجود است.
5350,2,Sentiment140,از این مدل رنگ بنفش موجود است.
5351,2,Sentiment140,رنگ زرد موجود است.
5352,2,Sentiment140,از این مدل رنگ زرد موجود است.
5353,0,Sentiment140,این تبلت تنوع رنگ ندارد .
5354,1,Sentiment140,ابعاد خيلي عالي و سرعت بالا است.
5355,1,Sentiment140,ابعاد عالي و سرعت بالا است.
5356,1,Sentiment140,ابعاد متناسب و سرعت بالا است.
5357,1,Sentiment140,من اين هارد را دارم عالي است حرف ندارد.
5358,1,Sentiment140,وقتي به کامپيوتر وصل می شود سه سوت بالا می آید انگار فلش وصل کرده باشید.
5359,1,Sentiment140,وقتي به کامپيوتر وصل می شود سه سوت بالا می آید.
5360,1,Sentiment140,سه سوت بالا می آید.
5361,1,Sentiment140,سرعت کامپيوتر کم نمي شود.
5362,1,Sentiment140,سرعت کامپیوتر زیاد است.
5363,0,Sentiment140,هارد هايي که ديدم مدت طولانی طول مي کشد تا بالا بیاید.
5364,0,Sentiment140,هارد هايي که ديدم بسیار کند هستند.
5365,0,Sentiment140,هارد هايي که ديدم کند هستند.
5366,0,Sentiment140,این هاردها خیلی کند هستند.
5367,0,Sentiment140,این هاردها کند هستند.
5368,1,Sentiment140,این هاردها خیلی سریع هستند.
5369,0,Sentiment140,خراب شد و از کار افتاد.
5370,0,Sentiment140,متاسفانه از کار افتاد.
5371,0,Sentiment140,متاسفانه خراب شد.
5372,1,Sentiment140,واقعا هارد خوبي است توي جيب هم مي شود آن را بگذاریم.
5373,2,Sentiment140,اين مدلی که من خريدم ساخت مالزي است.
5374,2,Sentiment140,اين مدلی که من خريدم ساخت چین است.
5375,2,Sentiment140,اين مدلی که من خريدم ساخت ژاپن است.
5376,2,Sentiment140,ساخت ژاپن است.
5377,2,Sentiment140,اين مدلی که من خريدم ساخت اندونزی است.
5378,2,Sentiment140,ساخت اندونزی است.
5379,2,Sentiment140,اين مدلی که من خريدم ساخت آلمان است.
5380,2,Sentiment140,ساخت آلمان است.
5381,2,Sentiment140,اين مدلی که من خريدم ساخت ایران است.
5382,2,Sentiment140,ساخت ایران است.
5383,2,Sentiment140,اين مدلی که من خريدم ساخت روسیه است.
5384,2,Sentiment140,ساخت روسیه است.
5385,1,Sentiment140,تعداد هاردهاي وسترن ديجيتال که به بخش مرجوعی می آیند خيلي کم است.
5386,0,Sentiment140,بعضی محصولات تعداد مرجوعی بالایی دارند.
5387,0,Sentiment140,محصولات تعداد مرجوعی بالایی دارند.
5388,1,Sentiment140,بعضی محصولات تعداد مرجوعی پایینی دارند.
5389,1,Sentiment140,محصولات تعداد مرجوعی پایینی دارند.
5390,0,Sentiment140,تعداد جنس های مرجوعی زیاد است.
5391,1,Sentiment140,تعداد جنس های مرجوعی کم است.
5392,2,Sentiment140,به خاطر چيني بودنش است.
5393,2,Sentiment140,به خاطر ایرانی بودنش است.
5394,2,Sentiment140,به خاطر ژاپنی بودنش است.
5395,2,Sentiment140,به خاطر مالزی بودنش است.
5396,2,Sentiment140,به خاطر آلمانی بودنش است.
5397,1,Sentiment140,از نظر کيفيت خوب و دوام بالا و سرعت انتقال سریع داده بهترين انتخاب وسترن ديجيتال است.
5398,1,Sentiment140,از نظر کيفيتخوب و دوام بالا و سرعت انتقال سریع داده بهترين انتخاب است.
5399,2,Sentiment140,اگر قصد خريد هارد اکسترنال داريد وسترن ديجيتال و در مرحله بعد سيگيت بخرید.
5400,2,Sentiment140,اگر قصد خريد هارد اکسترنال داريد وسترن ديجيتال بخرید.
5401,2,Sentiment140,اگر قصد خريد هارد اکسترنال داريد سيگيت بخرید.
5402,2,Sentiment140,اگر قصد خريد هارد اکسترنال داريد بوفالو بخرید.
5403,2,Sentiment140,هارد سيگيت بخرید.
5404,2,Sentiment140,هارد وسترن ديجيتال بخرید.
5405,2,Sentiment140,هارد بوفالو بخرید.
5406,2,Sentiment140,من حدود هفت ماهي است که اين هارد را از ديجيکالا تهيه کردم.
5407,2,Sentiment140,هفت ماهي است که اين هارد را از ديجيکالا تهيه کردم.
5408,2,Sentiment140,چند ماهي است که اين هارد را از ديجيکالا تهيه کردم.
5409,1,Sentiment140,تا الان بدون هيچ عيب و نقصي برایم کار کرده است.
5410,1,Sentiment140,اگر بخواهم اين هارد را با محصولات و برندهاي ديگر مقايسه کنم بدون شک اين محصول را در رده اول قرار مي دهم.
5411,1,Sentiment140,اگر بخواهم اين هارد را مقايسه کنم بدون شک اين محصول را در رده اول قرار مي دهم.
5412,1,Sentiment140,اگر بخواهم اين هارد را مقايسه کنم آن را در رده اول قرار مي دهم.
5413,1,Sentiment140,هارد را در رده اول قرار مي دهم.
5414,1,Sentiment140,این گوشی از سرعت بسيار عالي برخورداراست.
